,session_id,eda,timestamp,hr,Stressed
324,session_1,0.0,2022-11-20 22:52:18,77.1,False
325,session_1,0.0,2022-11-20 22:52:18,77.32,False
326,session_1,0.0,2022-11-20 22:52:18,77.5,False
327,session_1,0.0,2022-11-20 22:52:18,77.8,False
328,session_1,0.0,2022-11-20 22:52:18,78.1,False
329,session_1,0.0,2022-11-20 22:52:18,78.38,False
330,session_1,0.0,2022-11-20 22:52:18,78.65,False
331,session_1,0.0,2022-11-20 22:52:18,78.92,False
332,session_1,0.0,2022-11-20 22:52:18,79.13,False
333,session_1,0.0,2022-11-20 22:52:18,79.38,False
334,session_1,0.0,2022-11-20 22:52:18,79.65,False
335,session_1,0.0,2022-11-20 22:52:18,79.9,False
336,session_1,0.0,2022-11-20 22:52:18,80.12,False
337,session_1,0.0,2022-11-20 22:52:18,80.35,False
338,session_1,0.0,2022-11-20 22:52:18,80.57,False
339,session_1,0.0,2022-11-20 22:52:18,80.82,False
340,session_1,0.0,2022-11-20 22:52:18,81.0,False
341,session_1,0.0,2022-11-20 22:52:18,81.13,False
342,session_1,0.0,2022-11-20 22:52:18,81.25,False
343,session_1,0.0,2022-11-20 22:52:18,81.37,False
344,session_1,0.0,2022-11-20 22:52:18,81.47,False
345,session_1,0.0,2022-11-20 22:52:18,81.55,False
346,session_1,0.0,2022-11-20 22:52:18,81.62,False
347,session_1,0.0,2022-11-20 22:52:18,81.68,False
348,session_1,0.0,2022-11-20 22:52:18,81.72,False
349,session_1,0.0,2022-11-20 22:52:18,81.73,False
350,session_1,0.0,2022-11-20 22:52:18,81.8,False
351,session_1,0.0,2022-11-20 22:52:18,81.9,False
352,session_1,0.0,2022-11-20 22:52:18,82.03,False
353,session_1,0.0,2022-11-20 22:52:18,82.15,False
354,session_1,0.0,2022-11-20 22:52:18,82.32,False
355,session_1,0.0,2022-11-20 22:52:18,82.43,False
356,session_1,0.0,2022-11-20 22:52:18,82.57,False
357,session_1,0.0,2022-11-20 22:52:18,82.62,False
358,session_1,0.0,2022-11-20 22:52:18,82.65,False
359,session_1,0.0,2022-11-20 22:52:18,82.65,False
360,session_1,0.0,2022-11-20 22:52:18,82.6,False
361,session_1,0.0,2022-11-20 22:52:18,82.48,False
362,session_1,0.0,2022-11-20 22:52:18,82.45,False
363,session_1,0.0,2022-11-20 22:52:18,82.38,False
364,session_1,0.0,2022-11-20 22:52:18,82.32,False
365,session_1,0.0,2022-11-20 22:52:18,82.27,False
366,session_1,0.0,2022-11-20 22:52:18,82.2,False
367,session_1,0.0,2022-11-20 22:52:18,82.1,False
368,session_1,0.0,2022-11-20 22:52:18,82.0,False
369,session_1,0.0,2022-11-20 22:52:18,81.92,False
370,session_1,0.0,2022-11-20 22:52:18,81.85,False
371,session_1,0.0,2022-11-20 22:52:18,81.72,False
372,session_1,0.0,2022-11-20 22:52:18,81.6,False
373,session_1,0.0,2022-11-20 22:52:18,81.52,False
374,session_1,0.0,2022-11-20 22:52:18,81.33,False
375,session_1,0.0,2022-11-20 22:52:18,81.25,False
376,session_1,0.0,2022-11-20 22:52:18,81.15,False
377,session_1,0.0,2022-11-20 22:52:18,81.07,False
378,session_1,0.0,2022-11-20 22:52:18,80.88,False
379,session_1,0.0,2022-11-20 22:52:18,80.7,False
380,session_1,0.0,2022-11-20 22:52:18,80.72,False
381,session_1,0.0,2022-11-20 22:52:18,80.65,False
382,session_1,0.0,2022-11-20 22:52:18,80.53,False
383,session_1,0.0,2022-11-20 22:52:18,80.47,False
384,session_1,0.0,2022-11-20 22:52:18,80.37,False
385,session_1,0.0,2022-11-20 22:52:18,80.5,False
386,session_1,0.0,2022-11-20 22:52:18,80.67,False
387,session_1,0.0,2022-11-20 22:52:18,80.73,False
388,session_1,0.0,2022-11-20 22:52:18,80.8,False
389,session_1,0.0,2022-11-20 22:52:18,80.87,False
390,session_1,0.0,2022-11-20 22:52:18,80.87,False
391,session_1,0.0,2022-11-20 22:52:18,80.88,False
392,session_1,0.0,2022-11-20 22:52:18,80.9,False
393,session_1,0.0,2022-11-20 22:52:18,80.93,False
394,session_1,0.0,2022-11-20 22:52:18,80.97,False
395,session_1,0.0,2022-11-20 22:52:18,81.02,False
396,session_1,0.0,2022-11-20 22:52:18,81.07,False
397,session_1,0.0,2022-11-20 22:52:18,81.18,False
398,session_1,0.0,2022-11-20 22:52:18,81.27,False
399,session_1,0.0,2022-11-20 22:52:18,81.33,False
400,session_1,0.0,2022-11-20 22:52:18,81.45,False
401,session_1,0.0,2022-11-20 22:52:18,81.6,False
402,session_1,0.0,2022-11-20 22:52:18,81.75,False
403,session_1,0.0,2022-11-20 22:52:18,81.97,False
404,session_1,0.0,2022-11-20 22:52:18,82.23,False
405,session_1,0.0,2022-11-20 22:52:18,82.55,False
406,session_1,0.0,2022-11-20 22:52:18,82.87,False
407,session_1,0.0,2022-11-20 22:52:18,83.18,False
408,session_1,0.0,2022-11-20 22:52:18,83.52,False
409,session_1,0.0,2022-11-20 22:52:18,83.92,False
410,session_1,0.0,2022-11-20 22:52:18,84.27,False
411,session_1,0.0,2022-11-20 22:52:18,84.67,False
412,session_1,0.0,2022-11-20 22:52:18,85.02,False
413,session_1,0.0,2022-11-20 22:52:18,85.45,False
414,session_1,0.0,2022-11-20 22:52:18,85.83,False
415,session_1,0.0,2022-11-20 22:52:18,85.78,False
416,session_1,0.0,2022-11-20 22:52:18,85.78,False
417,session_1,0.0,2022-11-20 22:52:18,85.85,False
418,session_1,0.0,2022-11-20 22:52:18,85.9,False
419,session_1,0.0,2022-11-20 22:52:18,85.95,False
420,session_1,0.0,2022-11-20 22:52:18,86.03,False
421,session_1,0.0,2022-11-20 22:52:18,86.23,False
422,session_1,0.0,2022-11-20 22:52:18,86.42,False
423,session_1,0.0,2022-11-20 22:52:18,86.62,False
424,session_1,0.0,2022-11-20 22:52:18,86.82,False
425,session_1,0.0,2022-11-20 22:52:18,87.03,False
426,session_1,0.0,2022-11-20 22:52:18,87.23,False
427,session_1,0.0,2022-11-20 22:52:18,87.47,False
428,session_1,0.0,2022-11-20 22:52:18,87.75,False
429,session_1,0.0,2022-11-20 22:52:18,87.98,False
430,session_1,0.0,2022-11-20 22:52:18,88.18,False
431,session_1,0.0,2022-11-20 22:52:18,88.35,False
432,session_1,0.0,2022-11-20 22:52:18,88.5,False
433,session_1,0.0,2022-11-20 22:52:18,88.62,False
434,session_1,0.0,2022-11-20 22:52:18,88.78,False
435,session_1,0.0,2022-11-20 22:52:18,88.87,False
436,session_1,0.0,2022-11-20 22:52:18,88.82,False
437,session_1,0.0,2022-11-20 22:52:18,88.75,False
438,session_1,0.0,2022-11-20 22:52:18,88.68,False
439,session_1,0.0,2022-11-20 22:52:18,88.6,False
440,session_1,0.0,2022-11-20 22:52:18,88.47,False
441,session_1,0.0,2022-11-20 22:52:18,88.22,False
442,session_1,0.0,2022-11-20 22:52:18,87.97,False
443,session_1,0.0,2022-11-20 22:52:18,87.72,False
444,session_1,0.0,2022-11-20 22:52:18,87.43,False
445,session_1,0.0,2022-11-20 22:52:18,86.87,False
446,session_1,0.0,2022-11-20 22:52:18,86.32,False
447,session_1,0.0,2022-11-20 22:52:18,85.77,False
448,session_1,0.0,2022-11-20 22:52:18,85.22,False
449,session_1,0.0,2022-11-20 22:52:18,84.7,False
450,session_1,0.0,2022-11-20 22:52:18,84.42,False
451,session_1,0.0,2022-11-20 22:52:18,84.1,False
452,session_1,0.0,2022-11-20 22:52:18,83.85,False
453,session_1,0.0,2022-11-20 22:52:18,83.6,False
454,session_1,0.0,2022-11-20 22:52:18,83.35,False
455,session_1,0.0,2022-11-20 22:52:18,83.08,False
456,session_1,0.0,2022-11-20 22:52:18,82.68,False
457,session_1,0.0,2022-11-20 22:52:18,82.25,False
458,session_1,0.0,2022-11-20 22:52:18,82.17,False
459,session_1,0.0,2022-11-20 22:52:18,82.2,False
460,session_1,0.0,2022-11-20 22:52:18,82.18,False
461,session_1,0.0,2022-11-20 22:52:18,82.17,False
462,session_1,0.0,2022-11-20 22:52:18,82.17,False
463,session_1,0.0,2022-11-20 22:52:18,82.03,False
464,session_1,0.0,2022-11-20 22:52:18,81.85,False
465,session_1,0.0,2022-11-20 22:52:18,81.75,False
466,session_1,0.0,2022-11-20 22:52:18,81.6,False
467,session_1,0.0,2022-11-20 22:52:18,81.43,False
468,session_1,0.0,2022-11-20 22:52:18,81.22,False
469,session_1,0.0,2022-11-20 22:52:18,80.77,False
470,session_1,0.0,2022-11-20 22:52:18,80.35,False
471,session_1,0.0,2022-11-20 22:52:18,79.88,False
472,session_1,0.0,2022-11-20 22:52:18,79.7,False
473,session_1,0.0,2022-11-20 22:52:18,79.38,False
474,session_1,0.0,2022-11-20 22:52:18,79.15,False
475,session_1,0.0,2022-11-20 22:52:18,79.4,False
476,session_1,0.0,2022-11-20 22:52:18,79.58,False
